Country_Code,Country_Name,Measurement,Unit of measure,Age_Group,Gender,Year,Observation_Value
CHE,Switzerland,Life expectancy,Years,0 years,Total,2021,83.9
CHE,Switzerland,Life expectancy,Years,0 years,Total,2020,83.1
CHE,Switzerland,Life expectancy,Years,0 years,Total,2019,84.0
CHE,Switzerland,Life expectancy,Years,0 years,Total,2018,83.8
CHE,Switzerland,Life expectancy,Years,0 years,Total,2017,83.7
CHE,Switzerland,Life expectancy,Years,0 years,Total,2016,83.7
CHE,Switzerland,Life expectancy,Years,0 years,Total,2015,83.0
CHE,Switzerland,Life expectancy,Years,0 years,Male,2023,82.4
CHE,Switzerland,Life expectancy,Years,0 years,Male,2022,81.8
CHE,Switzerland,Life expectancy,Years,0 years,Male,2021,81.8
CHE,Switzerland,Life expectancy,Years,0 years,Male,2020,81.0
CHE,Switzerland,Life expectancy,Years,0 years,Female,2023,86.0
CHE,Switzerland,Life expectancy,Years,0 years,Female,2022,85.5
CHE,Switzerland,Life expectancy,Years,0 years,Female,2021,85.8
CHE,Switzerland,Life expectancy,Years,0 years,Female,2020,85.1
TUR,Türkiye,Life expectancy,Years,0 years,Male,2022,74.7
TUR,Türkiye,Life expectancy,Years,0 years,Male,2021,74.8
TUR,Türkiye,Life expectancy,Years,0 years,Total,2021,77.5
TUR,Türkiye,Life expectancy,Years,0 years,Total,2016,78.0
TUR,Türkiye,Life expectancy,Years,0 years,Male,2016,75.3
TUR,Türkiye,Life expectancy,Years,0 years,Male,2015,75.3
TUR,Türkiye,Life expectancy,Years,0 years,Total,2015,78.0
TUR,Türkiye,Life expectancy,Years,0 years,Female,2015,80.7
TUR,Türkiye,Life expectancy,Years,0 years,Female,2021,80.3
TUR,Türkiye,Life expectancy,Years,0 years,Female,2020,80.5
TUR,Türkiye,Life expectancy,Years,0 years,Total,2020,77.7
TUR,Türkiye,Life expectancy,Years,0 years,Male,2020,75.0
TUR,Türkiye,Life expectancy,Years,0 years,Male,2019,75.6
TUR,Türkiye,Life expectancy,Years,0 years,Total,2019,78.3
TUR,Türkiye,Life expectancy,Years,0 years,Female,2019,81.1
TUR,Türkiye,Life expectancy,Years,0 years,Female,2018,81.3
TUR,Türkiye,Life expectancy,Years,0 years,Total,2018,78.6
TUR,Türkiye,Life expectancy,Years,0 years,Male,2018,75.9
TUR,Türkiye,Life expectancy,Years,0 years,Male,2017,75.6
TUR,Türkiye,Life expectancy,Years,0 years,Total,2017,78.3
TUR,Türkiye,Life expectancy,Years,0 years,Female,2017,81.0
TUR,Türkiye,Life expectancy,Years,0 years,Female,2016,80.8
TUR,Türkiye,Life expectancy,Years,0 years,Female,2022,80.0
GBR,United Kingdom,Life expectancy,Years,0 years,Total,2018,81.0
GBR,United Kingdom,Life expectancy,Years,0 years,Total,2017,81.1
GBR,United Kingdom,Life expectancy,Years,0 years,Total,2016,81.0
GBR,United Kingdom,Life expectancy,Years,0 years,Female,2019,83.2
GBR,United Kingdom,Life expectancy,Years,0 years,Female,2018,82.9
GBR,United Kingdom,Life expectancy,Years,0 years,Female,2017,82.9
GBR,United Kingdom,Life expectancy,Years,0 years,Female,2016,82.8
GBR,United Kingdom,Life expectancy,Years,0 years,Female,2015,82.7
GBR,United Kingdom,Life expectancy,Years,0 years,Total,2015,80.9
GBR,United Kingdom,Life expectancy,Years,0 years,Male,2023,79.0
GBR,United Kingdom,Life expectancy,Years,0 years,Male,2022,79.0
GBR,United Kingdom,Life expectancy,Years,0 years,Male,2021,78.5
GBR,United Kingdom,Life expectancy,Years,0 years,Male,2020,78.3
GBR,United Kingdom,Life expectancy,Years,0 years,Male,2019,79.5
GBR,United Kingdom,Life expectancy,Years,0 years,Male,2018,79.2
GBR,United Kingdom,Life expectancy,Years,0 years,Male,2017,79.2
GBR,United Kingdom,Life expectancy,Years,0 years,Male,2016,79.2
GBR,United Kingdom,Life expectancy,Years,0 years,Male,2015,79.0
GBR,United Kingdom,Life expectancy,Years,0 years,Female,2023,82.9
GBR,United Kingdom,Life expectancy,Years,0 years,Female,2022,82.9
GBR,United Kingdom,Life expectancy,Years,0 years,Female,2021,82.5
GBR,United Kingdom,Life expectancy,Years,0 years,Female,2020,82.3
GBR,United Kingdom,Life expectancy,Years,0 years,Total,2023,81.0
GBR,United Kingdom,Life expectancy,Years,0 years,Total,2022,80.9
GBR,United Kingdom,Life expectancy,Years,0 years,Total,2021,80.5
GBR,United Kingdom,Life expectancy,Years,0 years,Total,2020,80.3
USA,United States,Life expectancy,Years,0 years,Male,2018,76.2
USA,United States,Life expectancy,Years,0 years,Male,2017,76.1
USA,United States,Life expectancy,Years,0 years,Male,2016,76.2
USA,United States,Life expectancy,Years,0 years,Total,2019,78.8
USA,United States,Life expectancy,Years,0 years,Total,2018,78.7
USA,United States,Life expectancy,Years,0 years,Total,2017,78.6
USA,United States,Life expectancy,Years,0 years,Total,2016,78.7
USA,United States,Life expectancy,Years,0 years,Total,2015,78.7
USA,United States,Life expectancy,Years,0 years,Male,2015,76.3
USA,United States,Life expectancy,Years,0 years,Female,2023,81.1
USA,United States,Life expectancy,Years,0 years,Female,2022,80.2
USA,United States,Life expectancy,Years,0 years,Female,2021,79.3
USA,United States,Life expectancy,Years,0 years,Female,2020,79.9
USA,United States,Life expectancy,Years,0 years,Female,2019,81.4
USA,United States,Life expectancy,Years,0 years,Female,2018,81.2
USA,United States,Life expectancy,Years,0 years,Female,2017,81.1
USA,United States,Life expectancy,Years,0 years,Female,2016,81.1
USA,United States,Life expectancy,Years,0 years,Female,2015,81.1
USA,United States,Life expectancy,Years,0 years,Total,2023,78.4
USA,United States,Life expectancy,Years,0 years,Total,2022,77.5
USA,United States,Life expectancy,Years,0 years,Total,2021,76.4
USA,United States,Life expectancy,Years,0 years,Total,2020,77.0
USA,United States,Life expectancy,Years,0 years,Male,2023,75.8
USA,United States,Life expectancy,Years,0 years,Male,2022,74.8
USA,United States,Life expectancy,Years,0 years,Male,2021,73.5
USA,United States,Life expectancy,Years,0 years,Male,2020,74.2
ARG,Argentina,Life expectancy,Years,0 years,Male,2018,74.0
ARG,Argentina,Life expectancy,Years,0 years,Male,2017,73.8
ARG,Argentina,Life expectancy,Years,0 years,Male,2016,73.0
ARG,Argentina,Life expectancy,Years,0 years,Total,2019,76.8
ARG,Argentina,Life expectancy,Years,0 years,Total,2018,76.8
ARG,Argentina,Life expectancy,Years,0 years,Total,2017,76.5
ARG,Argentina,Life expectancy,Years,0 years,Total,2016,76.1
ARG,Argentina,Life expectancy,Years,0 years,Total,2015,76.6
ARG,Argentina,Life expectancy,Years,0 years,Male,2015,73.4
ARG,Argentina,Life expectancy,Years,0 years,Female,2023,79.9
ARG,Argentina,Life expectancy,Years,0 years,Female,2022,78.3
ARG,Argentina,Life expectancy,Years,0 years,Female,2021,76.9
ARG,Argentina,Life expectancy,Years,0 years,Female,2020,78.8
ARG,Argentina,Life expectancy,Years,0 years,Female,2019,79.4
ARG,Argentina,Life expectancy,Years,0 years,Female,2018,79.5
ARG,Argentina,Life expectancy,Years,0 years,Female,2017,79.2
ARG,Argentina,Life expectancy,Years,0 years,Female,2016,79.1
ARG,Argentina,Life expectancy,Years,0 years,Female,2015,79.8
ARG,Argentina,Life expectancy,Years,0 years,Total,2023,77.4
ARG,Argentina,Life expectancy,Years,0 years,Total,2022,75.8
ARG,Argentina,Life expectancy,Years,0 years,Total,2021,73.9
ARG,Argentina,Life expectancy,Years,0 years,Total,2020,75.9
ARG,Argentina,Life expectancy,Years,0 years,Male,2023,74.8
ARG,Argentina,Life expectancy,Years,0 years,Male,2022,73.2
ARG,Argentina,Life expectancy,Years,0 years,Male,2021,71.1
ARG,Argentina,Life expectancy,Years,0 years,Male,2020,73.0
BRA,Brazil,Life expectancy,Years,0 years,Male,2018,72.4
BRA,Brazil,Life expectancy,Years,0 years,Male,2017,72.1
BRA,Brazil,Life expectancy,Years,0 years,Male,2016,71.7
BRA,Brazil,Life expectancy,Years,0 years,Total,2019,75.8
BRA,Brazil,Life expectancy,Years,0 years,Total,2018,75.6
BRA,Brazil,Life expectancy,Years,0 years,Total,2017,75.4
BRA,Brazil,Life expectancy,Years,0 years,Total,2016,75.1
BRA,Brazil,Life expectancy,Years,0 years,Total,2015,75.1
BRA,Brazil,Life expectancy,Years,0 years,Male,2015,71.8
BRA,Brazil,Life expectancy,Years,0 years,Female,2023,79.0
BRA,Brazil,Life expectancy,Years,0 years,Female,2022,78.1
BRA,Brazil,Life expectancy,Years,0 years,Female,2021,76.4
BRA,Brazil,Life expectancy,Years,0 years,Female,2020,77.6
BRA,Brazil,Life expectancy,Years,0 years,Female,2019,79.0
BRA,Brazil,Life expectancy,Years,0 years,Female,2018,79.0
BRA,Brazil,Life expectancy,Years,0 years,Female,2017,78.8
BRA,Brazil,Life expectancy,Years,0 years,Female,2016,78.5
BRA,Brazil,Life expectancy,Years,0 years,Female,2015,78.5
BRA,Brazil,Life expectancy,Years,0 years,Total,2023,75.8
BRA,Brazil,Life expectancy,Years,0 years,Total,2022,74.9
BRA,Brazil,Life expectancy,Years,0 years,Total,2021,73.0
BRA,Brazil,Life expectancy,Years,0 years,Total,2020,74.5
BRA,Brazil,Life expectancy,Years,0 years,Male,2023,72.8
BRA,Brazil,Life expectancy,Years,0 years,Male,2022,71.7
BRA,Brazil,Life expectancy,Years,0 years,Male,2021,69.8
BRA,Brazil,Life expectancy,Years,0 years,Male,2020,71.5
BGR,Bulgaria,Life expectancy,Years,0 years,Male,2018,71.5
BGR,Bulgaria,Life expectancy,Years,0 years,Male,2017,71.4
BGR,Bulgaria,Life expectancy,Years,0 years,Male,2016,71.3
BGR,Bulgaria,Life expectancy,Years,0 years,Total,2019,75.1
BGR,Bulgaria,Life expectancy,Years,0 years,Total,2018,75.0
BGR,Bulgaria,Life expectancy,Years,0 years,Total,2017,74.8
BGR,Bulgaria,Life expectancy,Years,0 years,Total,2016,74.9
BGR,Bulgaria,Life expectancy,Years,0 years,Total,2015,74.7
BGR,Bulgaria,Life expectancy,Years,0 years,Male,2015,71.2
BGR,Bulgaria,Life expectancy,Years,0 years,Female,2023,79.7
BGR,Bulgaria,Life expectancy,Years,0 years,Female,2022,77.9
BGR,Bulgaria,Life expectancy,Years,0 years,Female,2021,74.9
BGR,Bulgaria,Life expectancy,Years,0 years,Female,2020,77.3
BGR,Bulgaria,Life expectancy,Years,0 years,Female,2019,78.8
BGR,Bulgaria,Life expectancy,Years,0 years,Female,2018,78.6
BGR,Bulgaria,Life expectancy,Years,0 years,Female,2017,78.4
BGR,Bulgaria,Life expectancy,Years,0 years,Female,2016,78.5
BGR,Bulgaria,Life expectancy,Years,0 years,Female,2015,78.2
BGR,Bulgaria,Life expectancy,Years,0 years,Total,2023,75.8
BGR,Bulgaria,Life expectancy,Years,0 years,Total,2022,74.2
BGR,Bulgaria,Life expectancy,Years,0 years,Total,2021,71.2
BGR,Bulgaria,Life expectancy,Years,0 years,Total,2020,73.3
BGR,Bulgaria,Life expectancy,Years,0 years,Male,2023,72.0
BGR,Bulgaria,Life expectancy,Years,0 years,Male,2022,70.6
BGR,Bulgaria,Life expectancy,Years,0 years,Male,2021,67.7
BGR,Bulgaria,Life expectancy,Years,0 years,Male,2020,69.6
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Male,2018,75.0
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Male,2017,74.4
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Male,2016,74.6
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Total,2019,77.9
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Total,2018,77.7
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Total,2017,77.2
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Total,2016,77.2
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Total,2015,77.0
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Male,2015,74.4
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Female,2023,80.9
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Female,2022,81.1
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Female,2021,80.9
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Female,2020,81.0
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Female,2019,80.7
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Female,2018,80.6
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Female,2017,80.3
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Female,2016,80.1
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Female,2015,79.8
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Total,2023,78.0
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Total,2022,78.2
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Total,2021,78.1
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Total,2020,78.0
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Male,2023,75.2
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Male,2022,75.5
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Male,2021,75.5
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Male,2020,75.2
HRV,Croatia,Life expectancy,Years,0 years,Male,2018,74.9
HRV,Croatia,Life expectancy,Years,0 years,Male,2017,74.9
HRV,Croatia,Life expectancy,Years,0 years,Male,2016,75.0
HRV,Croatia,Life expectancy,Years,0 years,Total,2019,78.6
HRV,Croatia,Life expectancy,Years,0 years,Total,2018,78.2
HRV,Croatia,Life expectancy,Years,0 years,Total,2017,78.0
HRV,Croatia,Life expectancy,Years,0 years,Total,2016,78.2
HRV,Croatia,Life expectancy,Years,0 years,Total,2015,77.5
HRV,Croatia,Life expectancy,Years,0 years,Male,2015,74.4
HRV,Croatia,Life expectancy,Years,0 years,Female,2023,81.8
HRV,Croatia,Life expectancy,Years,0 years,Female,2022,80.8
HRV,Croatia,Life expectancy,Years,0 years,Female,2021,79.7
HRV,Croatia,Life expectancy,Years,0 years,Female,2020,80.7
HRV,Croatia,Life expectancy,Years,0 years,Female,2019,81.6
HRV,Croatia,Life expectancy,Years,0 years,Female,2018,81.5
HRV,Croatia,Life expectancy,Years,0 years,Female,2017,81.0
HRV,Croatia,Life expectancy,Years,0 years,Female,2016,81.3
HRV,Croatia,Life expectancy,Years,0 years,Female,2015,80.5
HRV,Croatia,Life expectancy,Years,0 years,Total,2023,78.6
HRV,Croatia,Life expectancy,Years,0 years,Total,2022,77.7
HRV,Croatia,Life expectancy,Years,0 years,Total,2021,76.6
HRV,Croatia,Life expectancy,Years,0 years,Total,2020,77.6
HRV,Croatia,Life expectancy,Years,0 years,Male,2023,75.5
HRV,Croatia,Life expectancy,Years,0 years,Male,2022,74.6
HRV,Croatia,Life expectancy,Years,0 years,Male,2021,73.5
HRV,Croatia,Life expectancy,Years,0 years,Male,2020,74.5
IND,India,Life expectancy,Years,0 years,Male,2018,69.0
IND,India,Life expectancy,Years,0 years,Male,2017,68.6
IND,India,Life expectancy,Years,0 years,Male,2016,68.2
IND,India,Life expectancy,Years,0 years,Total,2019,70.7
IND,India,Life expectancy,Years,0 years,Total,2018,70.4
IND,India,Life expectancy,Years,0 years,Total,2017,70.1
IND,India,Life expectancy,Years,0 years,Total,2016,69.7
IND,India,Life expectancy,Years,0 years,Total,2015,69.3
IND,India,Life expectancy,Years,0 years,Male,2015,67.8
IND,India,Life expectancy,Years,0 years,Female,2023,73.6
IND,India,Life expectancy,Years,0 years,Female,2022,73.3
IND,India,Life expectancy,Years,0 years,Female,2021,68.8
IND,India,Life expectancy,Years,0 years,Female,2020,71.9
IND,India,Life expectancy,Years,0 years,Female,2019,72.3
IND,India,Life expectancy,Years,0 years,Female,2018,72.0
IND,India,Life expectancy,Years,0 years,Female,2017,71.6
IND,India,Life expectancy,Years,0 years,Female,2016,71.3
IND,India,Life expectancy,Years,0 years,Female,2015,70.9
IND,India,Life expectancy,Years,0 years,Total,2023,72.0
IND,India,Life expectancy,Years,0 years,Total,2022,71.7
IND,India,Life expectancy,Years,0 years,Total,2021,67.3
IND,India,Life expectancy,Years,0 years,Total,2020,70.2
IND,India,Life expectancy,Years,0 years,Male,2023,70.5
IND,India,Life expectancy,Years,0 years,Male,2022,70.2
IND,India,Life expectancy,Years,0 years,Male,2021,65.9
IND,India,Life expectancy,Years,0 years,Male,2020,68.5
IDN,Indonesia,Life expectancy,Years,0 years,Male,2018,68.1
IDN,Indonesia,Life expectancy,Years,0 years,Male,2017,68.0
IDN,Indonesia,Life expectancy,Years,0 years,Male,2016,67.8
IDN,Indonesia,Life expectancy,Years,0 years,Total,2019,70.3
IDN,Indonesia,Life expectancy,Years,0 years,Total,2018,70.1
IDN,Indonesia,Life expectancy,Years,0 years,Total,2017,70.0
IDN,Indonesia,Life expectancy,Years,0 years,Total,2016,69.7
IDN,Indonesia,Life expectancy,Years,0 years,Total,2015,69.5
IDN,Indonesia,Life expectancy,Years,0 years,Male,2015,67.6
IDN,Indonesia,Life expectancy,Years,0 years,Female,2023,73.3
IDN,Indonesia,Life expectancy,Years,0 years,Female,2022,73.0
IDN,Indonesia,Life expectancy,Years,0 years,Female,2021,69.4
IDN,Indonesia,Life expectancy,Years,0 years,Female,2020,71.1
IDN,Indonesia,Life expectancy,Years,0 years,Female,2019,72.4
IDN,Indonesia,Life expectancy,Years,0 years,Female,2018,72.1
IDN,Indonesia,Life expectancy,Years,0 years,Female,2017,71.9
IDN,Indonesia,Life expectancy,Years,0 years,Female,2016,71.7
IDN,Indonesia,Life expectancy,Years,0 years,Female,2015,71.5
IDN,Indonesia,Life expectancy,Years,0 years,Total,2023,71.1
IDN,Indonesia,Life expectancy,Years,0 years,Total,2022,70.9
IDN,Indonesia,Life expectancy,Years,0 years,Total,2021,67.5
IDN,Indonesia,Life expectancy,Years,0 years,Total,2020,68.8
IDN,Indonesia,Life expectancy,Years,0 years,Male,2023,69.0
IDN,Indonesia,Life expectancy,Years,0 years,Male,2022,68.9
IDN,Indonesia,Life expectancy,Years,0 years,Male,2021,65.5
IDN,Indonesia,Life expectancy,Years,0 years,Male,2020,66.6
PER,Peru,Life expectancy,Years,0 years,Male,2016,73.4
PER,Peru,Life expectancy,Years,0 years,Male,2015,73.2
PER,Peru,Life expectancy,Years,0 years,Female,2024,80.0
PER,Peru,Life expectancy,Years,0 years,Total,2019,76.7
PER,Peru,Life expectancy,Years,0 years,Total,2018,76.6
PER,Peru,Life expectancy,Years,0 years,Total,2017,76.4
PER,Peru,Life expectancy,Years,0 years,Total,2016,76.1
PER,Peru,Life expectancy,Years,0 years,Total,2015,75.9
PER,Peru,Life expectancy,Years,0 years,Female,2023,79.8
PER,Peru,Life expectancy,Years,0 years,Female,2022,79.7
PER,Peru,Life expectancy,Years,0 years,Female,2021,79.6
PER,Peru,Life expectancy,Years,0 years,Female,2020,79.5
PER,Peru,Life expectancy,Years,0 years,Female,2019,79.4
PER,Peru,Life expectancy,Years,0 years,Female,2018,79.3
PER,Peru,Life expectancy,Years,0 years,Female,2017,79.1
PER,Peru,Life expectancy,Years,0 years,Female,2016,78.8
PER,Peru,Life expectancy,Years,0 years,Female,2015,78.5
PER,Peru,Life expectancy,Years,0 years,Total,2024,77.4
PER,Peru,Life expectancy,Years,0 years,Total,2023,77.2
PER,Peru,Life expectancy,Years,0 years,Total,2022,77.1
PER,Peru,Life expectancy,Years,0 years,Total,2021,77.0
PER,Peru,Life expectancy,Years,0 years,Total,2020,76.9
PER,Peru,Life expectancy,Years,0 years,Male,2024,74.7
PER,Peru,Life expectancy,Years,0 years,Male,2023,74.6
PER,Peru,Life expectancy,Years,0 years,Male,2022,74.4
PER,Peru,Life expectancy,Years,0 years,Male,2021,74.3
PER,Peru,Life expectancy,Years,0 years,Male,2020,74.1
PER,Peru,Life expectancy,Years,0 years,Male,2019,74.0
PER,Peru,Life expectancy,Years,0 years,Male,2018,73.8
ROU,Romania,Life expectancy,Years,0 years,Male,2018,71.7
ROU,Romania,Life expectancy,Years,0 years,Male,2017,71.6
ROU,Romania,Life expectancy,Years,0 years,Male,2016,71.6
ROU,Romania,Life expectancy,Years,0 years,Total,2019,75.6
ROU,Romania,Life expectancy,Years,0 years,Total,2018,75.3
ROU,Romania,Life expectancy,Years,0 years,Total,2017,75.2
ROU,Romania,Life expectancy,Years,0 years,Total,2016,75.2
ROU,Romania,Life expectancy,Years,0 years,Total,2015,74.9
ROU,Romania,Life expectancy,Years,0 years,Male,2015,71.4
ROU,Romania,Life expectancy,Years,0 years,Female,2023,80.4
ROU,Romania,Life expectancy,Years,0 years,Female,2022,79.2
ROU,Romania,Life expectancy,Years,0 years,Female,2021,76.6
ROU,Romania,Life expectancy,Years,0 years,Female,2020,78.3
ROU,Romania,Life expectancy,Years,0 years,Female,2019,79.5
ROU,Romania,Life expectancy,Years,0 years,Female,2018,79.2
ROU,Romania,Life expectancy,Years,0 years,Female,2017,79.0
ROU,Romania,Life expectancy,Years,0 years,Female,2016,79.0
ROU,Romania,Life expectancy,Years,0 years,Female,2015,78.6
ROU,Romania,Life expectancy,Years,0 years,Total,2023,76.4
ROU,Romania,Life expectancy,Years,0 years,Total,2022,75.1
ROU,Romania,Life expectancy,Years,0 years,Total,2021,72.8
ROU,Romania,Life expectancy,Years,0 years,Total,2020,74.2
ROU,Romania,Life expectancy,Years,0 years,Male,2023,72.6
ROU,Romania,Life expectancy,Years,0 years,Male,2022,71.3
ROU,Romania,Life expectancy,Years,0 years,Male,2021,69.2
ROU,Romania,Life expectancy,Years,0 years,Male,2020,70.4
RUS,Russia,Life expectancy,Years,0 years,Male,2018,67.8
RUS,Russia,Life expectancy,Years,0 years,Male,2017,67.5
RUS,Russia,Life expectancy,Years,0 years,Male,2016,66.5
RUS,Russia,Life expectancy,Years,0 years,Total,2019,73.1
RUS,Russia,Life expectancy,Years,0 years,Total,2018,72.7
RUS,Russia,Life expectancy,Years,0 years,Total,2017,72.5
RUS,Russia,Life expectancy,Years,0 years,Total,2016,71.7
RUS,Russia,Life expectancy,Years,0 years,Total,2015,71.2
RUS,Russia,Life expectancy,Years,0 years,Male,2015,65.9
RUS,Russia,Life expectancy,Years,0 years,Female,2023,78.7
RUS,Russia,Life expectancy,Years,0 years,Female,2022,77.8
RUS,Russia,Life expectancy,Years,0 years,Female,2021,74.5
RUS,Russia,Life expectancy,Years,0 years,Female,2020,76.4
RUS,Russia,Life expectancy,Years,0 years,Female,2019,78.2
RUS,Russia,Life expectancy,Years,0 years,Female,2018,77.8
RUS,Russia,Life expectancy,Years,0 years,Female,2017,77.6
RUS,Russia,Life expectancy,Years,0 years,Female,2016,77.1
RUS,Russia,Life expectancy,Years,0 years,Female,2015,76.7
RUS,Russia,Life expectancy,Years,0 years,Total,2023,73.3
RUS,Russia,Life expectancy,Years,0 years,Total,2022,72.5
RUS,Russia,Life expectancy,Years,0 years,Total,2021,69.9
RUS,Russia,Life expectancy,Years,0 years,Total,2020,71.3
RUS,Russia,Life expectancy,Years,0 years,Male,2023,68.0
RUS,Russia,Life expectancy,Years,0 years,Male,2022,67.6
RUS,Russia,Life expectancy,Years,0 years,Male,2021,65.5
RUS,Russia,Life expectancy,Years,0 years,Male,2020,66.5
ZAF,South Africa,Life expectancy,Years,0 years,Male,2018,62.3
ZAF,South Africa,Life expectancy,Years,0 years,Male,2017,62.0
ZAF,South Africa,Life expectancy,Years,0 years,Male,2016,61.3
ZAF,South Africa,Life expectancy,Years,0 years,Total,2019,66.1
ZAF,South Africa,Life expectancy,Years,0 years,Total,2018,65.7
ZAF,South Africa,Life expectancy,Years,0 years,Total,2017,65.4
ZAF,South Africa,Life expectancy,Years,0 years,Total,2016,64.7
ZAF,South Africa,Life expectancy,Years,0 years,Total,2015,64.1
ZAF,South Africa,Life expectancy,Years,0 years,Male,2015,60.8
ZAF,South Africa,Life expectancy,Years,0 years,Female,2023,69.6
ZAF,South Africa,Life expectancy,Years,0 years,Female,2022,69.0
ZAF,South Africa,Life expectancy,Years,0 years,Female,2021,64.8
ZAF,South Africa,Life expectancy,Years,0 years,Female,2020,67.9
ZAF,South Africa,Life expectancy,Years,0 years,Female,2019,69.2
ZAF,South Africa,Life expectancy,Years,0 years,Female,2018,68.9
ZAF,South Africa,Life expectancy,Years,0 years,Female,2017,68.6
ZAF,South Africa,Life expectancy,Years,0 years,Female,2016,67.9
ZAF,South Africa,Life expectancy,Years,0 years,Female,2015,67.0
ZAF,South Africa,Life expectancy,Years,0 years,Total,2023,66.1
ZAF,South Africa,Life expectancy,Years,0 years,Total,2022,65.5
ZAF,South Africa,Life expectancy,Years,0 years,Total,2021,62.0
ZAF,South Africa,Life expectancy,Years,0 years,Total,2020,65.2
ZAF,South Africa,Life expectancy,Years,0 years,Male,2023,62.6
ZAF,South Africa,Life expectancy,Years,0 years,Male,2022,61.8
ZAF,South Africa,Life expectancy,Years,0 years,Male,2021,59.2
ZAF,South Africa,Life expectancy,Years,0 years,Male,2020,62.2
THA,Thailand,Life expectancy,Years,0 years,Male,2018,73.0
THA,Thailand,Life expectancy,Years,0 years,Male,2017,72.8
THA,Thailand,Life expectancy,Years,0 years,Male,2016,72.6
THA,Thailand,Life expectancy,Years,0 years,Total,2019,77.2
THA,Thailand,Life expectancy,Years,0 years,Total,2018,77.2
THA,Thailand,Life expectancy,Years,0 years,Total,2017,77.0
THA,Thailand,Life expectancy,Years,0 years,Total,2016,76.8
THA,Thailand,Life expectancy,Years,0 years,Total,2015,76.6
THA,Thailand,Life expectancy,Years,0 years,Male,2015,72.5
THA,Thailand,Life expectancy,Years,0 years,Female,2023,80.9
THA,Thailand,Life expectancy,Years,0 years,Female,2022,79.8
THA,Thailand,Life expectancy,Years,0 years,Female,2021,82.1
THA,Thailand,Life expectancy,Years,0 years,Female,2020,81.9
THA,Thailand,Life expectancy,Years,0 years,Female,2019,81.8
THA,Thailand,Life expectancy,Years,0 years,Female,2018,81.6
THA,Thailand,Life expectancy,Years,0 years,Female,2017,81.4
THA,Thailand,Life expectancy,Years,0 years,Female,2016,81.1
THA,Thailand,Life expectancy,Years,0 years,Female,2015,80.9
THA,Thailand,Life expectancy,Years,0 years,Total,2023,76.4
THA,Thailand,Life expectancy,Years,0 years,Total,2022,75.3
THA,Thailand,Life expectancy,Years,0 years,Total,2021,77.6
THA,Thailand,Life expectancy,Years,0 years,Total,2020,77.3
THA,Thailand,Life expectancy,Years,0 years,Male,2023,72.2
THA,Thailand,Life expectancy,Years,0 years,Male,2022,71.0
THA,Thailand,Life expectancy,Years,0 years,Male,2021,73.3
THA,Thailand,Life expectancy,Years,0 years,Male,2020,73.0
UKR,Ukraine,Life expectancy,Years,0 years,Male,2018,68.6
UKR,Ukraine,Life expectancy,Years,0 years,Male,2017,69.1
UKR,Ukraine,Life expectancy,Years,0 years,Male,2016,68.5
UKR,Ukraine,Life expectancy,Years,0 years,Total,2019,73.9
UKR,Ukraine,Life expectancy,Years,0 years,Total,2018,73.6
UKR,Ukraine,Life expectancy,Years,0 years,Total,2017,74.0
UKR,Ukraine,Life expectancy,Years,0 years,Total,2016,73.4
UKR,Ukraine,Life expectancy,Years,0 years,Total,2015,72.7
UKR,Ukraine,Life expectancy,Years,0 years,Male,2015,67.7
UKR,Ukraine,Life expectancy,Years,0 years,Female,2023,80.2
UKR,Ukraine,Life expectancy,Years,0 years,Female,2022,79.4
UKR,Ukraine,Life expectancy,Years,0 years,Female,2021,76.0
UKR,Ukraine,Life expectancy,Years,0 years,Female,2020,78.0
UKR,Ukraine,Life expectancy,Years,0 years,Female,2019,78.7
UKR,Ukraine,Life expectancy,Years,0 years,Female,2018,78.3
UKR,Ukraine,Life expectancy,Years,0 years,Female,2017,78.6
UKR,Ukraine,Life expectancy,Years,0 years,Female,2016,78.0
